time,open,high,low,close,volume
2020-06-12 19:20:00,159.001965071,159.001965071,159.001965071,159.001965071,140
2020-06-12 17:53:00,158.903997132,158.903997132,158.903997132,158.903997132,200
2020-06-12 17:43:00,158.903997132,158.903997132,158.903997132,158.903997132,1420
2020-06-12 17:37:00,159.168510567,159.168510567,159.168510567,159.168510567,521
2020-06-12 17:34:00,159.070542628,159.070542628,159.070542628,159.070542628,100
2020-06-12 17:00:00,159.070542628,159.070542628,159.070542628,159.070542628,320
2020-06-12 16:57:00,159.041152247,159.041152247,159.041152247,159.041152247,173
2020-06-12 16:43:00,158.92359072,158.92359072,158.92359072,158.92359072,100
2020-06-12 16:38:00,158.884403544,158.894200338,158.884403544,158.894200338,300
2020-06-12 16:32:00,158.884403544,158.884403544,158.884403544,158.884403544,300
2020-06-12 16:30:00,158.855013162,158.855013162,158.855013162,158.855013162,310
2020-06-12 16:24:00,158.864809956,158.87460675,158.864809956,158.87460675,204
2020-06-12 16:23:00,158.864809956,158.864809956,158.864809956,158.864809956,200
2020-06-12 16:13:00,159.050949041,159.050949041,159.050949041,159.050949041,338
2020-06-12 16:07:00,159.041152247,159.041152247,159.041152247,159.041152247,2788
2020-06-12 16:06:00,159.050949041,159.050949041,159.031355453,159.031355453,3484
2020-06-12 16:04:00,159.129323392,159.129323392,159.129323392,159.129323392,5000
2020-06-12 16:03:00,159.129323392,159.129323392,159.129323392,159.129323392,209
2020-06-12 16:02:00,159.129323392,159.129323392,159.119526598,159.119526598,544
2020-06-12 16:00:00,159.050851073,159.080339422,158.992168277,159.080339422,126950
2020-06-12 15:59:00,159.050949041,159.080339422,159.031355453,159.041152247,64347
2020-06-12 15:58:00,159.001965071,159.060745834,158.98726988,159.041152247,71962
2020-06-12 15:57:00,159.006863468,159.070542628,158.993833732,159.001965071,95850
2020-06-12 15:56:00,159.021558659,159.021558659,158.982371483,159.011761865,69087
2020-06-12 15:55:00,159.095034613,159.09993301,159.011663897,159.021558659,30447
2020-06-12 15:54:00,159.109729804,159.119526598,159.080339422,159.090136216,31378
2020-06-12 15:53:00,159.041152247,159.109729804,159.041152247,159.109729804,38172
2020-06-12 15:52:00,159.031355453,159.060745834,158.992168277,159.050851073,35595
2020-06-12 15:51:00,159.09993301,159.09993301,159.011761865,159.031355453,60401
2020-06-12 15:50:00,159.070542628,159.158713774,159.070542628,159.09993301,62610
2020-06-12 15:49:00,159.026457056,159.080339422,159.026457056,159.080339422,28484
2020-06-12 15:48:00,159.144018583,159.14891698,159.030375773,159.031355453,32251
2020-06-12 15:47:00,159.114628201,159.14891698,159.090136216,159.14891698,88039
2020-06-12 15:46:00,159.119526598,159.134221789,159.109631836,159.114628201,24304
2020-06-12 15:45:00,159.241986522,159.246884919,159.119526598,159.119526598,45743
2020-06-12 15:44:00,159.217494537,159.246884919,159.217494537,159.237088125,24616
2020-06-12 15:43:00,159.232189728,159.237088125,159.188104155,159.227291331,52394
2020-06-12 15:42:00,159.227291331,159.255702033,159.222392934,159.227291331,29386
2020-06-12 15:41:00,159.217494537,159.237088125,159.197900949,159.227291331,16721
2020-06-12 15:40:00,159.232189728,159.237088125,159.207697743,159.207697743,47732
2020-06-12 15:39:00,159.217494537,159.237088125,159.188104155,159.232189728,16161
2020-06-12 15:38:00,159.286072094,159.286072094,159.217494537,159.217494537,52864
2020-06-12 15:37:00,159.286072094,159.305665682,159.2762753,159.290970491,12323
2020-06-12 15:36:00,159.286072094,159.295183113,159.21259614,159.286072094,60045
2020-06-12 15:35:00,159.320360873,159.320360873,159.2762753,159.300767285,48133
2020-06-12 15:34:00,159.281173697,159.32525927,159.26158011,159.32525927,24593
2020-06-12 15:33:00,159.2762753,159.283133056,159.251783316,159.281173697,33811
2020-06-12 15:32:00,159.286072094,159.295868888,159.251783316,159.271376903,19217
2020-06-12 15:31:00,159.26158011,159.295868888,159.246884919,159.281173697,11540
2020-06-12 15:30:00,159.295868888,159.305665682,159.26158011,159.26158011,39691
2020-06-12 15:29:00,159.295868888,159.305665682,159.286072094,159.300767285,11070
2020-06-12 15:28:00,159.266478506,159.305665682,159.256681713,159.305665682,79274
2020-06-12 15:27:00,159.266478506,159.2762753,159.241986522,159.266478506,15949
2020-06-12 15:26:00,159.281173697,159.281173697,159.251783316,159.266478506,21037
2020-06-12 15:25:00,159.256681713,159.281173697,159.246884919,159.266478506,16028
2020-06-12 15:24:00,159.246884919,159.286072094,159.241986522,159.256681713,11497
2020-06-12 15:23:00,159.183205758,159.246884919,159.183205758,159.246884919,7586
2020-06-12 15:22:00,159.168510567,159.188104155,159.158713774,159.178307361,15756
2020-06-12 15:21:00,159.119526598,159.168510567,159.119526598,159.149014948,4163
2020-06-12 15:20:00,159.139120186,159.14891698,159.129323392,159.129323392,10453
2020-06-12 15:19:00,159.090136216,159.158713774,159.090136216,159.139120186,13658
2020-06-12 15:18:00,159.050949041,159.109729804,159.041152247,159.090136216,13199
2020-06-12 15:17:00,158.982371483,159.065644231,158.982371483,159.050949041,6905
2020-06-12 15:16:00,158.977473086,159.031355453,158.972574689,158.982371483,19000
2020-06-12 15:15:00,159.109729804,159.119526598,158.992168277,158.992168277,9763
2020-06-12 15:14:00,159.090136216,159.139120186,159.055847438,159.129323392,51920
2020-06-12 15:13:00,159.188104155,159.190945225,159.090136216,159.090136216,7434
2020-06-12 15:12:00,159.227291331,159.237088125,159.158713774,159.188104155,13878
2020-06-12 15:11:00,159.246884919,159.246884919,159.207697743,159.23160192,5471
2020-06-12 15:10:00,159.207697743,159.246884919,159.191043193,159.237088125,7407
2020-06-12 15:09:00,159.217494537,159.217494537,159.168510567,159.197900949,62087
2020-06-12 15:08:00,159.246884919,159.2762753,159.217494537,159.217494537,43617
2020-06-12 15:07:00,159.246884919,159.286072094,159.246884919,159.2762753,60110
2020-06-12 15:06:00,159.2762753,159.2762753,159.217494537,159.237088125,7670
2020-06-12 15:05:00,159.217494537,159.286072094,159.217494537,159.2762753,15000
2020-06-12 15:04:00,159.202799346,159.266478506,159.202799346,159.217396569,5003
2020-06-12 15:03:00,159.197900949,159.21259614,159.158713774,159.21259614,14099
2020-06-12 15:02:00,159.237088125,159.26158011,159.109729804,159.197900949,70909
2020-06-12 15:01:00,159.374243239,159.374243239,159.205836352,159.246884919,58542
2020-06-12 15:00:00,159.521195148,159.530991942,159.246884919,159.374243239,67634
2020-06-12 14:59:00,159.442820797,159.540788736,159.442820797,159.530991942,13499
2020-06-12 14:58:00,159.413430415,159.433024003,159.403633621,159.433024003,15075
2020-06-12 14:57:00,159.442820797,159.472211178,159.403633621,159.413430415,12658
2020-06-12 14:56:00,159.442820797,159.467312782,159.423227209,159.442820797,13925
2020-06-12 14:55:00,159.491804766,159.511398354,159.433024003,159.442820797,10766
2020-06-12 14:54:00,159.589772705,159.599569499,159.50160156,159.511398354,18684
2020-06-12 14:53:00,159.638756675,159.643655072,159.599569499,159.619163087,7651
2020-06-12 14:52:00,159.649043308,159.687740644,159.638756675,159.653451866,9310
2020-06-12 14:51:00,159.658350263,159.668147057,159.619163087,159.668147057,10904
2020-06-12 14:50:00,159.658350263,159.687740644,159.658350263,159.658350263,3107
2020-06-12 14:49:00,159.658350263,159.67794385,159.638756675,159.658350263,11202
2020-06-12 14:48:00,159.746521408,159.756318202,159.658350263,159.67794385,7003
2020-06-12 14:47:00,159.766114996,159.766114996,159.72692782,159.747501087,7221
2020-06-12 14:46:00,159.746521408,159.766114996,159.72692782,159.766114996,5521
2020-06-12 14:45:00,159.746521408,159.746521408,159.72692782,159.746521408,4727
2020-06-12 14:44:00,159.795505377,159.795505377,159.746521408,159.746521408,2630
2020-06-12 14:43:00,159.805302171,159.815098965,159.775911789,159.796974896,14050
2020-06-12 14:42:00,159.785708583,159.835378328,159.785708583,159.834692553,19293
2020-06-12 14:41:00,159.746521408,159.795505377,159.72692782,159.785708583,15867
2020-06-12 14:40:00,159.707334232,159.756318202,159.707334232,159.756318202,5655
2020-06-12 14:39:00,159.67794385,159.697537438,159.668147057,159.697537438,12520
2020-06-12 14:38:00,159.658350263,159.67794385,159.599569499,159.67794385,5829
2020-06-12 14:37:00,159.658350263,159.67794385,159.609366293,159.658350263,24959
2020-06-12 14:36:00,159.589772705,159.668147057,159.55058553,159.668147057,8589
