time,open,high,low,close,volume
2020-10-09 16:00:00,115.406022647,115.430538521,115.401119472,115.425635346,43200
2020-10-09 15:59:00,115.410925822,115.410925822,115.406022647,115.406022647,10058
2020-10-09 15:58:00,115.407297473,115.410925822,115.401119472,115.406022647,10399
2020-10-09 15:57:00,115.410925822,115.415828997,115.408180044,115.408180044,20167
2020-10-09 15:56:00,115.410925822,115.410925822,115.401119472,115.401119472,2188
2020-10-09 15:55:00,115.410925822,115.410925822,115.406022647,115.410925822,10327
2020-10-09 15:54:00,115.396216298,115.410925822,115.391313123,115.410925822,6939
2020-10-09 15:53:00,115.396216298,115.401119472,115.396216298,115.401119472,1052
2020-10-09 15:52:00,115.396216298,115.396216298,115.396216298,115.396216298,734
2020-10-09 15:51:00,115.39964852,115.39964852,115.391313123,115.391313123,4451
2020-10-09 15:50:00,115.391313123,115.401119472,115.385919631,115.396216298,7309
2020-10-09 15:49:00,115.386409948,115.38758671,115.386409948,115.38758671,661
2020-10-09 15:48:00,115.381506774,115.391313123,115.381506774,115.387390583,2519
2020-10-09 15:47:00,115.391313123,115.391313123,115.390528615,115.390528615,1331
2020-10-09 15:46:00,115.39376471,115.400138838,115.391313123,115.39347052,4450
2020-10-09 15:45:00,115.396216298,115.401119472,115.391313123,115.394647282,3255
2020-10-09 15:44:00,115.398962076,115.39964852,115.396216298,115.39964852,1335
2020-10-09 15:43:00,115.396216298,115.400138838,115.391313123,115.391313123,4596
2020-10-09 15:42:00,115.401119472,115.401119472,115.391313123,115.391313123,94561
2020-10-09 15:41:00,115.401119472,115.401119472,115.391313123,115.400629155,3884
2020-10-09 15:40:00,115.401119472,115.401119472,115.391313123,115.396216298,29097
2020-10-09 15:39:00,115.401119472,115.401119472,115.396216298,115.396216298,1940
2020-10-09 15:38:00,115.401119472,115.401119472,115.401119472,115.401119472,320
2020-10-09 15:37:00,115.391803441,115.401119472,115.391803441,115.401119472,3190
2020-10-09 15:36:00,115.396216298,115.398079504,115.391313123,115.396216298,4767
2020-10-09 15:35:00,115.396216298,115.401119472,115.39150925,115.39150925,3109
2020-10-09 15:34:00,115.396216298,115.396216298,115.392293758,115.396216298,2701
2020-10-09 15:33:00,115.396216298,115.401119472,115.391313123,115.401021409,7298
2020-10-09 15:32:00,115.396216298,115.401119472,115.391313123,115.391313123,19294
2020-10-09 15:31:00,115.396216298,115.39964852,115.391313123,115.391313123,6914
2020-10-09 15:30:00,115.401119472,115.401119472,115.394843409,115.396216298,3686
2020-10-09 15:29:00,115.401119472,115.401119472,115.391313123,115.396216298,3160
2020-10-09 15:28:00,115.398177568,115.401119472,115.391313123,115.397883377,3306
2020-10-09 15:27:00,115.401021409,115.401119472,115.392293758,115.401119472,4046
2020-10-09 15:26:00,115.392293758,115.401119472,115.392293758,115.392784075,5399
2020-10-09 15:25:00,115.398079504,115.401119472,115.398079504,115.398177568,2917
2020-10-09 15:24:00,115.401119472,115.401119472,115.401119472,115.401119472,573
2020-10-09 15:23:00,115.396216298,115.401119472,115.392882139,115.401119472,2226
2020-10-09 15:22:00,115.396216298,115.396216298,115.391313123,115.391313123,2152
2020-10-09 15:21:00,115.396216298,115.401119472,115.394549218,115.401021409,3759
2020-10-09 15:20:00,115.396216298,115.396216298,115.391313123,115.391313123,59258
2020-10-09 15:19:00,115.401119472,115.401119472,115.396216298,115.401119472,4766
2020-10-09 15:18:00,115.406022647,115.406022647,115.401119472,115.401119472,1385
2020-10-09 15:17:00,115.401119472,115.406022647,115.401119472,115.406022647,2583
2020-10-09 15:16:00,115.396216298,115.401119472,115.392784075,115.392784075,4728
2020-10-09 15:15:00,115.401119472,115.401119472,115.392784075,115.401119472,3316
2020-10-09 15:14:00,115.401119472,115.406022647,115.395627917,115.395627917,2032
2020-10-09 15:13:00,115.402296234,115.409945187,115.391313123,115.401119472,8339
2020-10-09 15:12:00,115.406022647,115.409454869,115.401119472,115.406022647,4165
2020-10-09 15:11:00,115.410141314,115.410141314,115.401119472,115.401119472,2502
2020-10-09 15:10:00,115.406022647,115.410925822,115.402590425,115.406022647,2754
2020-10-09 15:09:00,115.401119472,115.406022647,115.394255028,115.406022647,4450
2020-10-09 15:08:00,115.401119472,115.401119472,115.391313123,115.399452393,7039
2020-10-09 15:07:00,115.396216298,115.401119472,115.391313123,115.400138838,17229
2020-10-09 15:06:00,115.401119472,115.406022647,115.391313123,115.397491123,13911
2020-10-09 15:05:00,115.406022647,115.410827758,115.404845885,115.404845885,6991
2020-10-09 15:04:00,115.411514203,115.411514203,115.401119472,115.410925822,24676
2020-10-09 15:03:00,115.415828997,115.420732171,115.410925822,115.410925822,21185
2020-10-09 15:02:00,115.407885854,115.420732171,115.403276869,115.415828997,14126
2020-10-09 15:01:00,115.406022647,115.406022647,115.401119472,115.401119472,685
2020-10-09 15:00:00,115.415828997,115.420732171,115.406022647,115.406022647,16280
2020-10-09 14:59:00,115.413083219,115.420732171,115.410925822,115.420732171,2803
2020-10-09 14:58:00,115.420732171,115.420732171,115.411023885,115.415828997,5985
2020-10-09 14:57:00,115.420634108,115.420732171,115.412396774,115.420732171,4308
2020-10-09 14:56:00,115.415338679,115.419751536,115.415338679,115.415828997,2070
2020-10-09 14:55:00,115.416613504,115.420732171,115.410925822,115.415828997,9134
2020-10-09 14:54:00,115.416123187,115.416711568,115.415828997,115.415828997,9488
2020-10-09 14:53:00,115.415828997,115.420732171,115.410925822,115.410925822,11345
2020-10-09 14:52:00,115.410925822,115.420732171,115.410925822,115.415828997,13865
2020-10-09 14:51:00,115.410925822,115.410925822,115.403276869,115.407101346,1291
2020-10-09 14:50:00,115.406022647,115.406611028,115.401119472,115.402688488,1196
2020-10-09 14:49:00,115.401119472,115.406022647,115.391313123,115.406022647,30904
2020-10-09 14:48:00,115.42406633,115.430538521,115.396216298,115.396216298,21104
2020-10-09 14:47:00,115.424752774,115.430538521,115.424752774,115.427008235,3439
2020-10-09 14:46:00,115.420732171,115.426714044,115.410925822,115.426714044,13287
2020-10-09 14:45:00,115.415828997,115.420732171,115.412396774,115.412396774,4158
2020-10-09 14:44:00,115.404747822,115.420732171,115.404747822,115.420732171,5867
2020-10-09 14:43:00,115.410925822,115.410925822,115.401119472,115.410925822,5852
2020-10-09 14:42:00,115.406022647,115.410925822,115.402590425,115.402590425,1227
2020-10-09 14:41:00,115.406022647,115.410925822,115.401119472,115.401119472,9426
2020-10-09 14:40:00,115.406022647,115.410925822,115.401119472,115.401119472,10804
2020-10-09 14:39:00,115.401119472,115.410925822,115.391313123,115.410925822,4808
2020-10-09 14:38:00,115.396216298,115.399158203,115.391313123,115.395824044,3565
2020-10-09 14:37:00,115.401119472,115.401119472,115.391313123,115.401119472,4498
2020-10-09 14:36:00,115.396216298,115.401119472,115.392784075,115.401119472,2687
2020-10-09 14:35:00,115.396216298,115.401119472,115.391313123,115.391313123,11848
2020-10-09 14:34:00,115.394058901,115.401119472,115.39121506,115.396216298,4934
2020-10-09 14:33:00,115.401119472,115.401119472,115.391313123,115.396216298,6606
2020-10-09 14:32:00,115.402590425,115.410925822,115.402590425,115.409454869,1491
2020-10-09 14:31:00,115.392784075,115.410827758,115.392784075,115.401119472,5722
2020-10-09 14:30:00,115.401021409,115.401119472,115.396216298,115.401119472,1918
2020-10-09 14:29:00,115.401119472,115.409356806,115.394255028,115.395922107,2251
2020-10-09 14:28:00,115.396216298,115.401119472,115.396118234,115.401119472,5654
2020-10-09 14:27:00,115.386409948,115.400923345,115.381506774,115.396216298,7613
2020-10-09 14:26:00,115.381506774,115.386409948,115.376603599,115.386213821,6634
2020-10-09 14:25:00,115.376701663,115.381506774,115.371700424,115.381506774,16974
2020-10-09 14:24:00,115.373171377,115.381506774,115.371700424,115.381506774,3504
2020-10-09 14:23:00,115.375132647,115.38140871,115.371700424,115.375721028,3504
2020-10-09 14:22:00,115.37493652,115.376603599,115.371700424,115.376603599,3000
2020-10-09 14:21:00,115.376603599,115.381506774,115.371700424,115.371700424,4004
2020-10-09 14:20:00,115.380526139,115.380526139,115.371700424,115.376603599,9844
2020-10-09 14:19:00,115.389842171,115.389842171,115.371700424,115.377584234,7131
2020-10-09 14:18:00,115.376603599,115.386409948,115.376603599,115.386409948,715
2020-10-09 14:17:00,115.376603599,115.381506774,115.371700424,115.376603599,4927
2020-10-09 14:16:00,115.363953408,115.371700424,115.363953408,115.371700424,874
2020-10-09 14:15:00,115.371700424,115.371700424,115.363365027,115.363365027,1118
2020-10-09 14:14:00,115.381506774,115.389744107,115.371700424,115.376603599,6842
2020-10-09 14:13:00,115.363659218,115.389842171,115.363659218,115.386409948,11474
2020-10-09 14:12:00,115.366110805,115.371700424,115.361894075,115.371700424,5321
2020-10-09 14:11:00,115.363365027,115.371602361,115.361894075,115.365718551,1778
2020-10-09 14:10:00,115.36679725,115.381506774,115.361894075,115.36679725,34632
2020-10-09 14:09:00,115.352087726,115.371700424,115.352087726,115.36679725,4892
2020-10-09 14:08:00,115.358756043,115.36120763,115.3569909,115.3569909,1081
2020-10-09 14:07:00,115.3569909,115.362090202,115.352087726,115.359442488,3586
2020-10-09 14:06:00,115.361894075,115.370719789,115.352087726,115.3569909,10586
2020-10-09 14:05:00,115.352087726,115.361894075,115.352087726,115.3569909,6197
2020-10-09 14:04:00,115.3569909,115.3569909,115.347184551,115.3569909,2135
2020-10-09 14:03:00,115.347184551,115.352087726,115.342281376,115.351009027,7885
2020-10-09 14:02:00,115.352087726,115.352087726,115.343752329,115.343752329,1504
2020-10-09 14:01:00,115.34885163,115.352087726,115.343850392,115.352087726,933
2020-10-09 14:00:00,115.332475027,115.332475027,115.327571852,115.327571852,1287
2020-10-09 13:59:00,115.342281376,115.349930329,115.332475027,115.349930329,3877
2020-10-09 13:58:00,115.327571852,115.342281376,115.327571852,115.341300741,1971
2020-10-09 13:57:00,115.331494392,115.331494392,115.325904773,115.327277662,4485
2020-10-09 13:56:00,115.338947217,115.338947217,115.32413963,115.331004074,3472
2020-10-09 13:55:00,115.337378202,115.337378202,115.332475027,115.33620144,1056
2020-10-09 13:54:00,115.327571852,115.332475027,115.326198963,115.332475027,1849
2020-10-09 13:53:00,115.322766741,115.327571852,115.316588741,115.316588741,5378
2020-10-09 13:52:00,115.322668677,115.332475027,115.322668677,115.325512519,4259
2020-10-09 13:51:00,115.312862328,115.312862328,115.312862328,115.312862328,511
