time,open,high,low,close,volume
2020-05-14 18:10:00,112.535133937,112.535133937,112.535133937,112.535133937,100
2020-05-14 16:26:00,112.911009395,112.911009395,112.911009395,112.911009395,105
2020-05-14 16:05:00,113.089055665,113.089055665,113.089055665,113.089055665,906
2020-05-14 16:02:00,113.089055665,113.089055665,113.059381286,113.059381286,778
2020-05-14 16:01:00,112.960466692,112.960466692,112.911009395,112.911009395,14686
2020-05-14 16:00:00,112.634048531,112.950575233,112.629102801,112.950575233,168117
2020-05-14 15:59:00,112.65383145,112.713180206,112.624157072,112.638994261,42715
2020-05-14 15:58:00,112.703288747,112.742854585,112.65383145,112.65383145,54384
2020-05-14 15:57:00,112.703288747,112.728017396,112.663722909,112.683505828,57431
2020-05-14 15:56:00,112.802203341,112.81704053,112.65383145,112.703288747,43346
2020-05-14 15:55:00,112.802203341,112.841769179,112.777474693,112.812094801,31812
2020-05-14 15:54:00,112.762637504,112.83187772,112.747800314,112.812094801,35895
2020-05-14 15:53:00,112.742854585,112.752746044,112.683505828,112.742854585,32644
2020-05-14 15:52:00,112.713180206,112.787366152,112.683505828,112.713180206,17948
2020-05-14 15:51:00,112.495568099,112.693397288,112.495568099,112.693397288,54002
2020-05-14 15:50:00,112.366979126,112.535133937,112.366979126,112.505459558,13507
2020-05-14 15:49:00,112.396653505,112.426327883,112.347196208,112.386762045,15659
2020-05-14 15:48:00,112.406544964,112.411490694,112.347196208,112.396653505,8706
2020-05-14 15:47:00,112.456002261,112.465893721,112.396653505,112.426327883,9614
2020-05-14 15:46:00,112.258173073,112.456002261,112.258173073,112.456002261,44069
2020-05-14 15:45:00,112.060343884,112.238390154,112.050452425,112.238390154,21278
2020-05-14 15:44:00,112.090512835,112.109801181,112.040560965,112.060343884,11241
2020-05-14 15:43:00,112.000995127,112.149367019,112.000995127,112.090018262,24852
2020-05-14 15:42:00,112.119692641,112.119692641,111.941646371,112.010886587,9165
2020-05-14 15:41:00,112.080126803,112.179041397,112.030669506,112.109801181,21086
2020-05-14 15:40:00,112.119692641,112.1295841,112.05035351,112.090018262,11770
2020-05-14 15:39:00,112.099909722,112.159258478,112.099909722,112.119692641,6058
2020-05-14 15:38:00,112.000995127,112.139475559,112.000995127,112.09664554,17880
